user_id,price_sensitivity,meal_size_preference,loyalty_status,frequent_order_time,past_orders,average_order_value,current_time,current_weather,cart_status,device_type,page_view,current_promotion,banner_shown,converted
1655,Medium,Large,Gold,Lunch,4,23,Breakfast,Cold,Empty,Desktop,Combos,Free Drink Offer,combo_banner,1
1656,Low,Medium,Gold,Late Night,14,20,Late Night,Hot,Empty,Mobile,Burgers,Summer Special,combo_banner,0
1657,Medium,Small,Silver,Dinner,4,124,Late Night,Rainy,Empty,Desktop,Offers,Free Drink Offer,discount_banner,0
1658,High,Medium,Regular,Breakfast,8,85,Late Night,Cold,Full,Desktop,Drinks,None,meal_time_banner,1
1659,Medium,Large,Gold,Breakfast,3,100,Late Night,Rainy,Full,Mobile,Drinks,None,loyalty_banner,1
1660,High,Large,Silver,Late Night,14,87,Breakfast,Cold,Partial,Mobile,Combos,Free Drink Offer,discount_banner,1
1661,High,Medium,Silver,Lunch,18,121,Breakfast,Rainy,Full,Desktop,Drinks,Summer Special,discount_banner,1
1662,Medium,Small,Silver,Lunch,12,70,Dinner,Hot,Empty,Mobile,Drinks,Summer Special,combo_banner,0
1663,Low,Medium,Gold,Lunch,15,49,Lunch,Rainy,Full,Desktop,Burgers,None,discount_banner,0
1664,Medium,Small,Regular,Breakfast,9,58,Lunch,Rainy,Partial,Mobile,Offers,Free Drink Offer,loyalty_banner,0
1665,High,Small,Gold,Late Night,2,82,Late Night,Rainy,Empty,Desktop,Drinks,None,meal_time_banner,1
1666,High,Medium,Gold,Dinner,1,80,Dinner,Rainy,Empty,Mobile,Drinks,Summer Special,combo_banner,0
1667,Medium,Medium,Regular,Late Night,15,84,Breakfast,Rainy,Partial,Desktop,Burgers,Free Drink Offer,combo_banner,1
1668,Low,Small,Silver,Breakfast,15,100,Lunch,Hot,Full,Mobile,Offers,Summer Special,loyalty_banner,0
1669,Low,Small,Gold,Dinner,8,31,Late Night,Hot,Partial,Desktop,Combos,None,discount_banner,0
1670,High,Small,Silver,Lunch,3,143,Late Night,Cold,Empty,Mobile,Burgers,Free Drink Offer,loyalty_banner,1
1671,High,Small,Silver,Late Night,2,21,Lunch,Rainy,Empty,Mobile,Burgers,Summer Special,weather_banner,0
1672,Low,Large,Regular,Late Night,4,92,Lunch,Hot,Full,Mobile,Drinks,Free Drink Offer,meal_time_banner,1
1673,Medium,Medium,Regular,Breakfast,18,95,Lunch,Rainy,Partial,Mobile,Drinks,Free Drink Offer,meal_time_banner,1
1674,High,Small,Regular,Late Night,12,44,Breakfast,Rainy,Full,Mobile,Combos,Summer Special,loyalty_banner,0
1675,High,Medium,Silver,Dinner,18,137,Lunch,Cold,Empty,Desktop,Combos,None,meal_time_banner,1
1676,Low,Small,Silver,Late Night,10,127,Dinner,Rainy,Partial,Desktop,Combos,Summer Special,meal_time_banner,0
1677,Medium,Medium,Gold,Breakfast,8,118,Dinner,Hot,Partial,Mobile,Burgers,Summer Special,discount_banner,0
1678,Low,Medium,Silver,Late Night,18,41,Lunch,Cold,Full,Mobile,Burgers,Free Drink Offer,combo_banner,1
1679,Medium,Small,Regular,Dinner,17,75,Breakfast,Cold,Empty,Desktop,Burgers,Free Drink Offer,combo_banner,1
1680,Medium,Small,Regular,Dinner,19,74,Late Night,Cold,Partial,Desktop,Combos,Summer Special,combo_banner,1
1681,Medium,Medium,Regular,Breakfast,6,59,Lunch,Rainy,Full,Mobile,Offers,Summer Special,loyalty_banner,1
1682,High,Medium,Regular,Lunch,14,140,Lunch,Cold,Empty,Desktop,Combos,None,loyalty_banner,1
1683,Low,Medium,Silver,Breakfast,5,23,Lunch,Hot,Empty,Desktop,Drinks,Free Drink Offer,combo_banner,0
1684,Low,Large,Regular,Lunch,8,45,Dinner,Hot,Empty,Mobile,Burgers,Summer Special,weather_banner,0
1685,Medium,Small,Gold,Dinner,8,131,Dinner,Cold,Full,Desktop,Drinks,None,weather_banner,1
1686,High,Large,Silver,Late Night,18,132,Late Night,Cold,Empty,Mobile,Combos,Free Drink Offer,discount_banner,1
1687,High,Large,Regular,Late Night,9,42,Breakfast,Cold,Full,Desktop,Drinks,None,loyalty_banner,0
1688,Low,Small,Gold,Dinner,14,77,Lunch,Rainy,Empty,Desktop,Burgers,Summer Special,combo_banner,0
1689,High,Small,Regular,Breakfast,14,27,Lunch,Cold,Full,Mobile,Offers,Free Drink Offer,weather_banner,0
1690,High,Large,Silver,Late Night,14,135,Lunch,Cold,Full,Mobile,Offers,None,combo_banner,1
1691,Medium,Small,Silver,Breakfast,17,70,Late Night,Rainy,Partial,Mobile,Combos,Summer Special,meal_time_banner,0
1692,High,Medium,Gold,Late Night,2,20,Lunch,Cold,Full,Mobile,Offers,None,weather_banner,1
1693,Medium,Medium,Silver,Lunch,14,139,Dinner,Cold,Partial,Desktop,Burgers,None,combo_banner,0
1694,Low,Large,Gold,Late Night,12,49,Breakfast,Hot,Empty,Desktop,Combos,Summer Special,loyalty_banner,1
1695,High,Large,Regular,Lunch,16,36,Dinner,Hot,Empty,Mobile,Burgers,Free Drink Offer,loyalty_banner,1
1696,Low,Small,Silver,Late Night,6,121,Lunch,Hot,Full,Desktop,Drinks,Summer Special,meal_time_banner,0
1697,Low,Small,Regular,Late Night,18,141,Late Night,Rainy,Empty,Mobile,Combos,Free Drink Offer,meal_time_banner,0
1698,High,Large,Regular,Late Night,7,105,Dinner,Hot,Empty,Desktop,Offers,None,discount_banner,0
1699,High,Large,Silver,Late Night,2,88,Breakfast,Hot,Full,Desktop,Burgers,None,combo_banner,1
1700,Low,Medium,Regular,Late Night,13,108,Late Night,Cold,Empty,Mobile,Combos,Summer Special,weather_banner,0
1701,High,Medium,Gold,Breakfast,8,90,Lunch,Rainy,Empty,Desktop,Combos,None,weather_banner,0
1702,Medium,Small,Gold,Lunch,12,77,Lunch,Cold,Empty,Mobile,Offers,None,weather_banner,0
1703,Medium,Medium,Gold,Lunch,1,78,Late Night,Cold,Partial,Mobile,Burgers,Free Drink Offer,discount_banner,0
1704,High,Small,Silver,Late Night,9,56,Dinner,Rainy,Empty,Mobile,Drinks,Summer Special,combo_banner,0
1705,Low,Small,Regular,Breakfast,8,119,Dinner,Rainy,Full,Mobile,Offers,Free Drink Offer,meal_time_banner,1
1706,High,Small,Regular,Breakfast,9,132,Late Night,Cold,Full,Mobile,Combos,Summer Special,discount_banner,1
1707,High,Medium,Regular,Dinner,5,39,Dinner,Cold,Empty,Desktop,Burgers,None,meal_time_banner,0
1708,Low,Large,Regular,Dinner,13,36,Breakfast,Cold,Full,Mobile,Combos,None,discount_banner,0
1709,Low,Large,Gold,Breakfast,14,23,Late Night,Rainy,Full,Desktop,Offers,Summer Special,discount_banner,1
1710,Medium,Medium,Silver,Dinner,4,69,Breakfast,Cold,Full,Desktop,Drinks,Summer Special,weather_banner,0
1711,Low,Large,Gold,Lunch,17,101,Late Night,Cold,Full,Mobile,Drinks,Summer Special,discount_banner,0
1712,Medium,Small,Gold,Breakfast,9,69,Breakfast,Hot,Empty,Desktop,Burgers,None,weather_banner,1
1713,Low,Large,Silver,Dinner,15,35,Lunch,Hot,Full,Desktop,Drinks,Free Drink Offer,weather_banner,1
1714,High,Medium,Silver,Breakfast,4,91,Lunch,Hot,Partial,Desktop,Combos,None,weather_banner,1
1715,Medium,Large,Gold,Dinner,2,80,Dinner,Hot,Partial,Mobile,Drinks,None,loyalty_banner,1
1716,Medium,Small,Regular,Breakfast,13,63,Late Night,Hot,Partial,Desktop,Drinks,None,weather_banner,0
1717,Medium,Small,Silver,Late Night,4,69,Lunch,Cold,Empty,Desktop,Drinks,Summer Special,combo_banner,0
1718,High,Medium,Silver,Lunch,18,99,Late Night,Cold,Full,Desktop,Combos,None,combo_banner,0
1719,High,Medium,Gold,Dinner,16,49,Late Night,Rainy,Empty,Mobile,Drinks,Free Drink Offer,discount_banner,0
1720,High,Medium,Regular,Late Night,10,68,Breakfast,Rainy,Full,Desktop,Combos,Summer Special,meal_time_banner,0
1721,High,Small,Silver,Breakfast,2,117,Lunch,Rainy,Full,Desktop,Burgers,None,combo_banner,0
1722,High,Large,Gold,Late Night,14,44,Dinner,Cold,Full,Mobile,Combos,None,meal_time_banner,1
1723,Medium,Large,Silver,Lunch,2,75,Dinner,Hot,Full,Desktop,Combos,None,weather_banner,1
1724,High,Medium,Regular,Dinner,18,23,Dinner,Cold,Full,Desktop,Burgers,None,meal_time_banner,0
1725,Medium,Large,Gold,Dinner,1,31,Late Night,Cold,Empty,Desktop,Drinks,Summer Special,weather_banner,1
1726,High,Large,Gold,Breakfast,13,55,Dinner,Rainy,Empty,Mobile,Drinks,Summer Special,loyalty_banner,0
1727,Low,Medium,Regular,Lunch,6,35,Late Night,Rainy,Partial,Mobile,Burgers,Summer Special,discount_banner,1
1728,Medium,Medium,Gold,Late Night,17,140,Lunch,Rainy,Empty,Desktop,Drinks,Summer Special,meal_time_banner,0
1729,Low,Small,Regular,Breakfast,17,97,Late Night,Rainy,Partial,Desktop,Drinks,Summer Special,meal_time_banner,0
1730,Medium,Small,Gold,Dinner,11,74,Dinner,Cold,Partial,Desktop,Burgers,None,meal_time_banner,1
1731,Low,Small,Regular,Late Night,6,92,Lunch,Rainy,Full,Mobile,Drinks,Summer Special,discount_banner,0
1732,High,Small,Silver,Breakfast,3,83,Dinner,Hot,Empty,Desktop,Offers,None,loyalty_banner,0
1733,High,Large,Silver,Late Night,14,109,Late Night,Cold,Empty,Mobile,Burgers,Free Drink Offer,discount_banner,1
1734,High,Large,Silver,Late Night,6,108,Late Night,Hot,Full,Mobile,Drinks,Free Drink Offer,combo_banner,1
1735,Medium,Small,Gold,Breakfast,17,23,Dinner,Cold,Full,Desktop,Drinks,None,discount_banner,0
1736,Low,Small,Regular,Late Night,3,49,Lunch,Cold,Partial,Desktop,Drinks,None,combo_banner,1
1737,High,Medium,Regular,Late Night,17,70,Late Night,Rainy,Empty,Desktop,Offers,Summer Special,meal_time_banner,1
1738,Low,Large,Silver,Lunch,19,131,Breakfast,Hot,Empty,Mobile,Drinks,Summer Special,loyalty_banner,0
1739,Low,Large,Silver,Lunch,18,97,Breakfast,Cold,Partial,Desktop,Burgers,Free Drink Offer,weather_banner,0
1740,High,Small,Silver,Dinner,5,46,Breakfast,Hot,Partial,Mobile,Offers,Free Drink Offer,loyalty_banner,1
1741,High,Large,Regular,Lunch,15,107,Breakfast,Cold,Partial,Desktop,Combos,None,combo_banner,1
1742,Low,Medium,Silver,Breakfast,3,137,Dinner,Cold,Full,Desktop,Combos,Free Drink Offer,loyalty_banner,0
1743,High,Medium,Gold,Late Night,8,26,Late Night,Cold,Partial,Desktop,Burgers,None,meal_time_banner,0
1744,High,Large,Silver,Dinner,7,134,Lunch,Hot,Partial,Desktop,Burgers,None,discount_banner,1
1745,High,Small,Silver,Lunch,18,111,Breakfast,Cold,Full,Desktop,Drinks,Free Drink Offer,combo_banner,1
1746,Medium,Large,Regular,Late Night,10,109,Dinner,Hot,Partial,Mobile,Drinks,None,combo_banner,0
1747,Low,Medium,Gold,Breakfast,10,101,Lunch,Hot,Partial,Desktop,Offers,None,combo_banner,0
1748,Low,Small,Regular,Late Night,19,32,Dinner,Rainy,Empty,Mobile,Offers,None,meal_time_banner,0
1749,Medium,Large,Gold,Breakfast,1,91,Late Night,Hot,Partial,Desktop,Offers,None,loyalty_banner,1
1750,Low,Small,Gold,Late Night,2,110,Breakfast,Cold,Partial,Desktop,Offers,Summer Special,combo_banner,1
1751,High,Small,Silver,Dinner,1,124,Lunch,Cold,Full,Desktop,Combos,Free Drink Offer,weather_banner,1
1752,Low,Medium,Silver,Dinner,9,63,Lunch,Cold,Partial,Desktop,Combos,Free Drink Offer,combo_banner,0
1753,High,Small,Regular,Lunch,15,103,Dinner,Cold,Empty,Desktop,Burgers,None,loyalty_banner,0
1754,Medium,Large,Regular,Lunch,18,47,Dinner,Hot,Empty,Mobile,Burgers,Free Drink Offer,loyalty_banner,0
1755,High,Small,Regular,Late Night,18,42,Late Night,Rainy,Full,Desktop,Drinks,Free Drink Offer,weather_banner,1
1756,Low,Small,Gold,Late Night,7,31,Lunch,Hot,Empty,Desktop,Drinks,Summer Special,discount_banner,0
1757,Low,Large,Regular,Lunch,14,70,Breakfast,Cold,Full,Mobile,Drinks,Summer Special,combo_banner,0
1758,Low,Medium,Gold,Lunch,18,127,Breakfast,Hot,Empty,Mobile,Combos,Summer Special,loyalty_banner,0
1759,Medium,Medium,Gold,Late Night,19,81,Lunch,Rainy,Empty,Desktop,Offers,Summer Special,weather_banner,1
1760,Medium,Large,Gold,Late Night,5,45,Lunch,Rainy,Partial,Mobile,Combos,Summer Special,weather_banner,0
1761,Low,Large,Gold,Late Night,9,77,Late Night,Rainy,Full,Desktop,Burgers,None,meal_time_banner,0
1762,High,Medium,Gold,Dinner,18,87,Breakfast,Rainy,Partial,Mobile,Combos,Free Drink Offer,loyalty_banner,1
1763,Medium,Small,Silver,Breakfast,13,25,Breakfast,Rainy,Full,Desktop,Drinks,Summer Special,loyalty_banner,1
1764,Low,Large,Gold,Breakfast,5,130,Dinner,Hot,Partial,Desktop,Burgers,Summer Special,loyalty_banner,0
1765,Low,Small,Gold,Lunch,15,149,Dinner,Rainy,Empty,Desktop,Combos,Free Drink Offer,meal_time_banner,1
1766,Medium,Large,Silver,Dinner,19,43,Breakfast,Rainy,Partial,Desktop,Offers,None,weather_banner,0
1767,Medium,Medium,Silver,Late Night,11,54,Lunch,Cold,Empty,Desktop,Drinks,Free Drink Offer,weather_banner,0
1768,Medium,Small,Silver,Late Night,9,66,Lunch,Rainy,Full,Desktop,Burgers,Summer Special,discount_banner,0
1769,High,Small,Regular,Lunch,16,50,Dinner,Hot,Full,Mobile,Combos,None,weather_banner,1
1770,High,Large,Regular,Lunch,11,108,Lunch,Cold,Empty,Desktop,Burgers,None,loyalty_banner,1
1771,Low,Small,Gold,Dinner,2,95,Late Night,Hot,Partial,Mobile,Burgers,None,meal_time_banner,0
1772,Medium,Large,Gold,Breakfast,8,137,Lunch,Cold,Empty,Desktop,Combos,Free Drink Offer,discount_banner,1
1773,High,Medium,Gold,Breakfast,5,149,Lunch,Rainy,Partial,Desktop,Drinks,Free Drink Offer,weather_banner,0
1774,Medium,Small,Gold,Late Night,11,123,Lunch,Hot,Empty,Mobile,Combos,Free Drink Offer,meal_time_banner,1
1775,Low,Large,Silver,Lunch,11,78,Dinner,Cold,Empty,Mobile,Offers,Summer Special,combo_banner,0
1776,High,Small,Regular,Dinner,9,115,Lunch,Hot,Full,Mobile,Offers,None,weather_banner,1
1777,High,Large,Silver,Late Night,11,82,Breakfast,Cold,Partial,Desktop,Drinks,Summer Special,meal_time_banner,0
1778,High,Large,Regular,Breakfast,5,73,Dinner,Rainy,Partial,Desktop,Burgers,None,loyalty_banner,0
1779,Low,Large,Silver,Breakfast,9,144,Lunch,Hot,Empty,Mobile,Drinks,None,combo_banner,0
1780,Medium,Medium,Gold,Dinner,1,41,Lunch,Hot,Partial,Mobile,Drinks,None,discount_banner,0
1781,High,Small,Regular,Late Night,10,144,Late Night,Hot,Empty,Desktop,Burgers,None,discount_banner,0
1782,Low,Medium,Gold,Dinner,8,116,Lunch,Rainy,Empty,Desktop,Combos,None,loyalty_banner,0
1783,Medium,Large,Regular,Late Night,19,135,Dinner,Rainy,Partial,Desktop,Burgers,None,meal_time_banner,0
1784,Low,Large,Regular,Breakfast,16,48,Lunch,Cold,Partial,Mobile,Drinks,None,combo_banner,0
1785,Medium,Medium,Gold,Lunch,13,21,Dinner,Hot,Empty,Desktop,Offers,Free Drink Offer,weather_banner,0
1786,Low,Medium,Gold,Lunch,5,61,Breakfast,Cold,Partial,Desktop,Combos,Free Drink Offer,loyalty_banner,0
1787,Medium,Small,Gold,Breakfast,18,71,Lunch,Cold,Partial,Desktop,Combos,Summer Special,loyalty_banner,0
1788,High,Large,Silver,Lunch,9,57,Dinner,Rainy,Partial,Mobile,Burgers,None,loyalty_banner,0
1789,Medium,Medium,Regular,Lunch,4,96,Breakfast,Hot,Partial,Desktop,Burgers,Summer Special,loyalty_banner,1
1790,Low,Large,Regular,Late Night,14,124,Dinner,Rainy,Full,Mobile,Drinks,Free Drink Offer,weather_banner,1
1791,Low,Large,Regular,Dinner,7,29,Lunch,Hot,Full,Mobile,Combos,Summer Special,loyalty_banner,1
1792,Medium,Small,Gold,Late Night,12,139,Dinner,Cold,Empty,Desktop,Combos,Summer Special,discount_banner,1
1793,High,Small,Regular,Dinner,7,146,Lunch,Rainy,Empty,Desktop,Burgers,None,discount_banner,0
1794,High,Small,Regular,Dinner,11,133,Dinner,Rainy,Full,Desktop,Burgers,Summer Special,loyalty_banner,0
1795,Medium,Medium,Gold,Lunch,15,88,Breakfast,Hot,Empty,Mobile,Offers,Summer Special,meal_time_banner,1
1796,Medium,Large,Gold,Dinner,7,128,Lunch,Cold,Full,Desktop,Drinks,Summer Special,discount_banner,1
1797,Low,Medium,Regular,Dinner,17,63,Breakfast,Rainy,Empty,Mobile,Offers,Free Drink Offer,combo_banner,1
1798,High,Medium,Silver,Breakfast,5,39,Lunch,Cold,Partial,Mobile,Drinks,None,meal_time_banner,0
1799,Medium,Small,Gold,Dinner,8,126,Dinner,Rainy,Partial,Desktop,Offers,None,loyalty_banner,0
1800,High,Large,Silver,Breakfast,10,138,Breakfast,Rainy,Full,Desktop,Combos,None,weather_banner,0
1801,Medium,Large,Silver,Late Night,6,128,Lunch,Rainy,Full,Mobile,Burgers,None,meal_time_banner,0
1802,Medium,Small,Silver,Lunch,2,27,Breakfast,Cold,Full,Desktop,Drinks,Free Drink Offer,combo_banner,0
1803,High,Large,Silver,Dinner,5,62,Late Night,Cold,Full,Mobile,Combos,None,meal_time_banner,0
1804,Medium,Small,Gold,Breakfast,10,60,Breakfast,Cold,Partial,Desktop,Drinks,Summer Special,discount_banner,0
1805,Medium,Medium,Regular,Late Night,3,43,Lunch,Cold,Partial,Desktop,Combos,Free Drink Offer,discount_banner,0
1806,Low,Medium,Regular,Late Night,13,40,Dinner,Cold,Full,Desktop,Drinks,Summer Special,weather_banner,0
1807,Medium,Small,Gold,Late Night,16,65,Late Night,Cold,Full,Desktop,Burgers,Free Drink Offer,meal_time_banner,0
1808,Medium,Medium,Gold,Breakfast,15,140,Late Night,Cold,Empty,Desktop,Combos,None,weather_banner,1
1809,Medium,Medium,Silver,Breakfast,2,63,Late Night,Hot,Partial,Desktop,Burgers,None,meal_time_banner,1
1810,Low,Small,Silver,Lunch,3,119,Breakfast,Cold,Partial,Desktop,Burgers,Free Drink Offer,loyalty_banner,0
1811,High,Medium,Gold,Dinner,18,52,Lunch,Cold,Full,Desktop,Combos,None,meal_time_banner,1
1812,Low,Large,Regular,Late Night,15,113,Breakfast,Hot,Empty,Mobile,Drinks,Free Drink Offer,meal_time_banner,0
1813,Low,Medium,Silver,Lunch,5,55,Late Night,Hot,Partial,Desktop,Drinks,None,loyalty_banner,1
1814,High,Small,Gold,Breakfast,11,32,Late Night,Cold,Empty,Mobile,Combos,Free Drink Offer,combo_banner,1
1815,Low,Large,Gold,Lunch,3,33,Late Night,Cold,Empty,Mobile,Combos,None,discount_banner,0
1816,High,Large,Gold,Late Night,9,69,Breakfast,Cold,Partial,Mobile,Offers,None,meal_time_banner,1
1817,Low,Medium,Silver,Late Night,7,87,Late Night,Hot,Partial,Desktop,Burgers,Free Drink Offer,weather_banner,1
1818,High,Large,Gold,Lunch,2,20,Dinner,Rainy,Empty,Desktop,Combos,Summer Special,loyalty_banner,0
1819,Medium,Small,Regular,Late Night,15,22,Lunch,Rainy,Empty,Mobile,Combos,None,combo_banner,0
1820,Low,Large,Gold,Breakfast,12,33,Late Night,Rainy,Partial,Desktop,Combos,Free Drink Offer,discount_banner,0
1821,Low,Medium,Silver,Late Night,16,108,Lunch,Rainy,Full,Mobile,Burgers,None,discount_banner,0
1822,Low,Medium,Regular,Dinner,16,122,Breakfast,Rainy,Empty,Desktop,Burgers,None,weather_banner,0
1823,Low,Large,Regular,Dinner,16,144,Late Night,Cold,Partial,Mobile,Burgers,Summer Special,combo_banner,0
1824,Medium,Small,Gold,Late Night,19,86,Dinner,Rainy,Empty,Desktop,Burgers,Free Drink Offer,weather_banner,1
1825,Low,Small,Gold,Lunch,3,26,Late Night,Cold,Partial,Mobile,Offers,Summer Special,discount_banner,0
1826,Medium,Medium,Regular,Late Night,4,27,Dinner,Hot,Empty,Mobile,Offers,None,meal_time_banner,0
1827,Medium,Medium,Gold,Dinner,1,63,Dinner,Hot,Empty,Mobile,Combos,Free Drink Offer,loyalty_banner,1
1828,Medium,Small,Silver,Breakfast,8,67,Lunch,Rainy,Full,Desktop,Burgers,Summer Special,loyalty_banner,0
1829,Medium,Large,Regular,Dinner,15,81,Lunch,Hot,Empty,Mobile,Combos,Free Drink Offer,weather_banner,1
1830,High,Large,Gold,Late Night,5,44,Breakfast,Cold,Empty,Mobile,Burgers,None,meal_time_banner,0
1831,High,Large,Regular,Late Night,12,137,Dinner,Rainy,Empty,Desktop,Combos,None,discount_banner,1
1832,Low,Large,Gold,Lunch,4,132,Dinner,Rainy,Partial,Desktop,Drinks,Summer Special,loyalty_banner,0
1833,High,Small,Gold,Late Night,15,141,Lunch,Cold,Partial,Desktop,Burgers,None,loyalty_banner,1
1834,High,Medium,Silver,Late Night,6,23,Breakfast,Cold,Partial,Mobile,Combos,Free Drink Offer,weather_banner,0
1835,Low,Medium,Gold,Breakfast,5,66,Lunch,Cold,Partial,Mobile,Combos,None,combo_banner,0
1836,Low,Large,Gold,Breakfast,11,137,Lunch,Rainy,Empty,Desktop,Burgers,Summer Special,loyalty_banner,0
1837,Low,Small,Gold,Breakfast,14,64,Breakfast,Hot,Full,Desktop,Burgers,None,weather_banner,0
1838,High,Small,Silver,Lunch,11,108,Dinner,Hot,Empty,Desktop,Offers,Summer Special,discount_banner,0
1839,High,Large,Gold,Lunch,9,22,Dinner,Hot,Empty,Mobile,Combos,Summer Special,loyalty_banner,1
1840,Low,Large,Gold,Dinner,10,137,Breakfast,Hot,Full,Desktop,Drinks,Summer Special,weather_banner,0
1841,Medium,Large,Gold,Lunch,6,41,Dinner,Rainy,Full,Mobile,Offers,Summer Special,combo_banner,1
1842,Low,Medium,Regular,Breakfast,11,58,Breakfast,Cold,Full,Desktop,Burgers,Free Drink Offer,meal_time_banner,0
1843,Medium,Large,Silver,Lunch,9,58,Breakfast,Hot,Full,Mobile,Drinks,Summer Special,loyalty_banner,0
1844,Medium,Medium,Regular,Late Night,5,126,Lunch,Rainy,Full,Desktop,Combos,Free Drink Offer,weather_banner,1
1845,Low,Small,Silver,Lunch,10,119,Dinner,Rainy,Full,Mobile,Offers,Free Drink Offer,meal_time_banner,0
1846,Low,Small,Silver,Late Night,14,35,Dinner,Hot,Partial,Mobile,Offers,Free Drink Offer,combo_banner,1
1847,Low,Medium,Regular,Dinner,6,137,Breakfast,Cold,Full,Mobile,Combos,None,loyalty_banner,0
1848,High,Medium,Silver,Late Night,4,48,Lunch,Cold,Full,Desktop,Drinks,Summer Special,weather_banner,0
1849,Medium,Medium,Silver,Breakfast,10,90,Lunch,Rainy,Full,Mobile,Burgers,Summer Special,meal_time_banner,1
1850,High,Medium,Regular,Dinner,11,96,Dinner,Cold,Full,Desktop,Offers,None,discount_banner,0
1851,High,Large,Gold,Dinner,16,145,Late Night,Rainy,Full,Mobile,Combos,Summer Special,discount_banner,0
1852,Low,Small,Silver,Dinner,7,118,Breakfast,Cold,Partial,Mobile,Burgers,None,weather_banner,0
1853,High,Large,Regular,Breakfast,18,135,Dinner,Hot,Partial,Mobile,Burgers,Summer Special,meal_time_banner,0
1854,Low,Medium,Silver,Late Night,7,34,Dinner,Cold,Partial,Desktop,Drinks,Free Drink Offer,discount_banner,1
1855,Medium,Large,Regular,Dinner,15,109,Late Night,Hot,Empty,Mobile,Combos,Free Drink Offer,loyalty_banner,1
1856,Low,Large,Gold,Breakfast,19,108,Late Night,Hot,Full,Mobile,Burgers,Free Drink Offer,weather_banner,0
1857,High,Small,Silver,Dinner,18,135,Lunch,Rainy,Partial,Desktop,Burgers,Summer Special,combo_banner,0
1858,High,Large,Gold,Dinner,15,39,Lunch,Hot,Full,Desktop,Offers,Free Drink Offer,loyalty_banner,1
1859,Low,Small,Gold,Breakfast,18,101,Lunch,Rainy,Full,Mobile,Burgers,None,weather_banner,0
1860,Low,Medium,Regular,Lunch,3,136,Lunch,Hot,Partial,Mobile,Combos,Summer Special,discount_banner,0
1861,High,Large,Silver,Dinner,1,86,Breakfast,Hot,Partial,Mobile,Offers,Summer Special,combo_banner,1
1862,Medium,Medium,Silver,Lunch,1,81,Late Night,Hot,Full,Mobile,Drinks,Summer Special,loyalty_banner,0
1863,Medium,Small,Silver,Dinner,7,37,Dinner,Cold,Full,Mobile,Offers,Free Drink Offer,meal_time_banner,1
1864,Low,Medium,Silver,Lunch,10,110,Lunch,Cold,Empty,Desktop,Drinks,Free Drink Offer,combo_banner,0
1865,Medium,Medium,Silver,Late Night,12,129,Dinner,Hot,Partial,Mobile,Combos,None,discount_banner,0
1866,High,Small,Regular,Lunch,8,75,Breakfast,Rainy,Full,Desktop,Drinks,None,combo_banner,0
1867,Low,Medium,Silver,Lunch,17,104,Lunch,Hot,Empty,Mobile,Drinks,Summer Special,discount_banner,0
1868,High,Medium,Gold,Lunch,14,27,Breakfast,Rainy,Full,Desktop,Drinks,None,weather_banner,1
1869,High,Medium,Gold,Lunch,17,126,Lunch,Hot,Partial,Mobile,Drinks,Summer Special,loyalty_banner,0
1870,Medium,Large,Silver,Late Night,6,31,Dinner,Hot,Full,Desktop,Drinks,Free Drink Offer,weather_banner,0
1871,Low,Medium,Regular,Breakfast,17,122,Breakfast,Rainy,Partial,Desktop,Offers,Free Drink Offer,combo_banner,0
1872,Low,Small,Regular,Lunch,8,82,Lunch,Rainy,Empty,Desktop,Burgers,Summer Special,weather_banner,0
1873,Medium,Large,Silver,Breakfast,13,46,Dinner,Cold,Full,Desktop,Offers,Free Drink Offer,loyalty_banner,0
1874,High,Large,Gold,Dinner,16,54,Dinner,Rainy,Partial,Desktop,Offers,Free Drink Offer,combo_banner,0
1875,High,Small,Silver,Breakfast,12,149,Dinner,Hot,Empty,Desktop,Combos,Free Drink Offer,weather_banner,0
1876,High,Medium,Silver,Lunch,17,39,Lunch,Rainy,Empty,Mobile,Burgers,Summer Special,weather_banner,0
1877,High,Large,Silver,Breakfast,18,27,Dinner,Cold,Partial,Mobile,Burgers,None,weather_banner,0
1878,Low,Large,Regular,Late Night,8,87,Dinner,Hot,Full,Mobile,Combos,Summer Special,meal_time_banner,1
1879,Low,Large,Regular,Late Night,18,105,Lunch,Hot,Partial,Desktop,Burgers,Summer Special,combo_banner,0
1880,Medium,Medium,Gold,Lunch,11,45,Breakfast,Hot,Empty,Mobile,Drinks,Free Drink Offer,loyalty_banner,0
1881,Medium,Large,Gold,Breakfast,13,100,Dinner,Rainy,Partial,Mobile,Burgers,Free Drink Offer,combo_banner,0
1882,Low,Small,Silver,Dinner,12,139,Lunch,Hot,Empty,Mobile,Combos,None,combo_banner,0
1883,Low,Medium,Gold,Late Night,15,37,Breakfast,Hot,Empty,Mobile,Offers,Summer Special,weather_banner,1
1884,High,Small,Silver,Lunch,3,88,Dinner,Rainy,Empty,Desktop,Burgers,None,discount_banner,1
1885,High,Small,Gold,Late Night,3,149,Lunch,Hot,Empty,Mobile,Drinks,None,weather_banner,0
1886,Medium,Large,Silver,Lunch,6,66,Late Night,Rainy,Full,Mobile,Combos,Summer Special,discount_banner,1
1887,Low,Large,Regular,Breakfast,3,142,Lunch,Rainy,Empty,Desktop,Burgers,None,meal_time_banner,0
